Name,Charakter Pipeline,Design Skelett,Einzigartig,Element,Erstellt von,Erstellungsdatum,Flavourtext,ID,Idee Brackground,Kartenart,Kartentext,Kartentext-Planung,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Letzte Änderung,Rarität,Set Release,Slot zugewiesen,Status,⚔️,⭕️,🛡️
Vertreterin der Magiergilde,,MC02 (https://www.notion.so/MC02-28695bba56ba81ada887f89dd3df91cb?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"February 14, 2024 9:36 PM",,300,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",Nachschub,Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,,1,,,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,0/5,,5/5
Vertreter der Alchemistengilde,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"February 14, 2024 9:39 PM",,301,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Gildenmitglied,,,,,,,,"October 27, 2024 10:46 AM",,,No,Backup,5,,5
Vertreter der Seehandelsgilde,,AC02 (https://www.notion.so/AC02-28695bba56ba816f9c6fceec33ffa478?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"February 14, 2024 9:39 PM",,302,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",Nachschub,Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,1,,,,,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,0/5,,5/5
Vertreter der Zeitungsgilde,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"February 14, 2024 9:41 PM",,303,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Gildenmitglied,,,,,,,,"October 27, 2024 10:47 AM",,,No,Backup,10/10,,10/10
Gildenbeschluss,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"February 14, 2024 9:43 PM",,305,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Zu beginn deines Zuges: Wenn du mindestens vier verschiedene Gildenvertreter hast, lege ein Bannkreis auf den Gildenbeschluss. Wenn der Gildenbeschluss dann über drei oder mehr Bannkreise verfügt, hast du das Spiel gewonnen.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,1,
Vertreter der Kartographengilde,,TC02 (https://www.notion.so/TC02-28695bba56ba81ebad3ecd8c1d6e3eec?pvs=21),No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Slain,"February 14, 2024 9:47 PM",,306,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Nachschub</ability> <desc>Wenn <self>ich</self> <key>sterbe</key>, <key>ziehe</key> 1 <key>Karte</key>.</desc>",Nachschub,Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,,,1,,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,0/5,,5/5
Vertreter der Stadtwache,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Slain,"February 14, 2024 9:48 PM",,307,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,,,1,,"August 14, 2025 8:57 PM",,,No,Neu,10/10,,10/10
Wächter aus Istan Sylvana,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Slain,"February 14, 2024 9:55 PM",,308,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,15,,15
Wächter aus Eliars Hain,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Slain,"February 14, 2024 9:59 PM",,309,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,5,,20
Wächter aus Auenfeste,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Slain,"February 14, 2024 9:59 PM",,310,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,20,,5
Wächter aus  Lichtensee,,AC06 (https://www.notion.so/AC06-28695bba56ba810b8953e62626cf0349?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"February 14, 2024 10:01 PM",,311,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,1,,,,2,"October 27, 2025 5:22 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,30/30,,30/30
Wächter aus Edoran,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"February 14, 2024 10:01 PM",,312,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,5,,20
Wächter aus Porto Jawahir,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"February 14, 2024 10:01 PM",,313,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,20,,5
Wächter aus  Ignistrutz,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"February 14, 2024 10:04 PM",,314,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,20,,5
Wächter aus Wolfsfeste,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"February 14, 2024 10:04 PM",,315,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,15,,15
Wächter aus Alithea,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"February 14, 2024 10:04 PM",,316,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,5,,20
Wächter aus Dun Aisleang,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"February 14, 2024 10:06 PM",,317,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,1,,1,"August 14, 2025 9:01 PM",,,No,Playtest,25/25,,15/15
Wächter aus Terras Wacht,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"February 14, 2024 10:06 PM",,318,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,20,,5
Wächter aus Goryo,,MC01 (https://www.notion.so/MC01-28695bba56ba81d68ca2ee08d7322cad?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"February 14, 2024 10:06 PM",,319,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,,1,,1,"October 26, 2025 8:21 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,15/15,,25/25
Wächter aus Mayas Ruh,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Slain,"February 14, 2024 10:08 PM",,320,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,5,,20
Wächter aus Caladh Mahair,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Slain,"February 14, 2024 10:08 PM",,321,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,15,,15
Wächter aus Zwergenfestung,,,No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Slain,"February 14, 2024 10:08 PM",,322,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,20,,5
"Aurelia, die Lichtverpflichtete",,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Slain,"February 14, 2024 10:14 PM",,323,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Bannkreis 1</ability> <desc><self>Ich</self> <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>",Bannkreis 1,Priester (https://www.notion.so/Priester-048bd95495bd4b0daf5c7b992a39f61a?pvs=21),,,,2,,5,"October 27, 2025 4:38 PM",,TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21),No,TCG Arena,50/60,,50/60
Schwäche des Landes,,,No,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),Slain,"February 14, 2024 10:15 PM",,324,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),,"Immer, wenn ein Spieler eine oder mehr Karten zieht, muss er 3 Elemente bezahlen, oder er verliert einen Schild.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,,1,
GGT Ultra,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"February 14, 2024 10:17 PM",,326,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Zu begnn deines Zuges kannst du den GGT Ultra opfern. Wenn du das tust, darfst du einen Charakter deiner Wahl zerstören.",,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,5,,20
Drache des Südlichen Siegels,,EC14 (https://www.notion.so/EC14-28695bba56ba812ebdd4dc13db6b39f3?pvs=21),No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Slain,"February 14, 2024 10:20 PM",,327,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Positionswechsel</ability> <desc>Ändere die <key>Position</key> eines <kind>Charakters</kind>.</desc>,Positionswechsel,Bestie (https://www.notion.so/Bestie-95ad0a0b63a24c66940280fe886abd05?pvs=21),3,,,,,3,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,50/50,,50/50
Koloss aus der Tiefe,,AC12 (https://www.notion.so/AC12-28695bba56ba81bebe6cce41a95eae1f?pvs=21),No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Slain,"February 14, 2024 10:21 PM",,328,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> eine <key>Karte</key> <key>zerstöre</key>, nimm eine zufällige <key>Karte</key> vom <zone>Friedhof</zone> auf Deine <zone>Hand</zone>.","Wenn ich eine Karte zerstöre, nimm eine zufällige Karte vom Friedhof auf die Hand.",Bestie (https://www.notion.so/Bestie-95ad0a0b63a24c66940280fe886abd05?pvs=21),,4,,,,3,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,60/60,,60/60
Vulkan-Golem,,IC14 (https://www.notion.so/IC14-28695bba56ba81f89c7fc3f5694fd39c?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Slain,"February 14, 2024 10:22 PM",,329,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Ansturm</ability> <desc><self>Ich</self> darf in dem <key>Zug</key> <key>angreifen</key>, in dem <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>",Ansturm,Elementarwesen (https://www.notion.so/Elementarwesen-416ecc433e6d4261a4640d1384950176?pvs=21),,,2,,,5,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,60/60,,60/60
"Atlas, der Wanderer",,TC16 (https://www.notion.so/TC16-28695bba56ba814cbf1ad8d2e526bde6?pvs=21),No,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),Slain,"February 14, 2024 10:23 PM",,331,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,Schildbrecher,Elementarwesen (https://www.notion.so/Elementarwesen-416ecc433e6d4261a4640d1384950176?pvs=21),,,,,2,5,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,60/60,,60/60
Eleganter Schwerttänzer,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Timon,"March 3, 2024 9:34 PM",,334,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,Positionswechsel: Dieser Charakter kann seine Kampfposition auch in der Hauptphasen wechseln,,,,,,,,"August 10, 2025 8:22 PM",,,No,Backup,25,,15
Koloss aus der Zwergenschmiede,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Timon,"March 3, 2024 9:48 PM",,337,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Schildbrecher</ability> <desc>Überschüssiger <key>Schaden</key> an <key>Blockern</key> wird <self>meinem</self> ursprünglichen <key>Ziel</key> zugefügt.</desc>,Schildbrecher (Falls dieser Charakter bei seinem Angriff mehr Schaden macht als nötig kannst den restlichen Schaden dem ursprünglichen Ziel zufügen),Elementarwesen (https://www.notion.so/Elementarwesen-416ecc433e6d4261a4640d1384950176?pvs=21),,,1,,,5,"August 17, 2025 8:05 PM",,,No,Playtest,50/40,,50/40
"Hofkanzler Gandur, Meister der Propaganda",Gandur (https://www.notion.so/Gandur-1cd95bba56ba8093b46bdfb97ebba0e9?pvs=21),,Yes,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Timon,"March 5, 2024 9:38 AM",Seine Feder ist stärker als jedes Schwert. Seine Worte sammeln Scharen unter Bjarturs Banner.,338,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Wenn <self>ich</self> das <zone>Feld</zone> <key>betrete</key>, übernimm die <key>Kontrolle</key> über einen <kind>Charakter</kind> mit <key>Kosten</key> 3 oder weniger. Der <key>übernommene</key> <kind>Charakter</kind> darf in diesem Zug nicht angreifen. ","Einzigartig
Wenn ich das Feld betrete, übernimm die Kontrolle über einen Charakter mit Kosten 3 oder weniger.
Der übernommene Charakter darf in diesem Zug nicht angreiffen.",Gelehrter (https://www.notion.so/Gelehrter-112f4e92a6464af1a3fe9c8f536355b0?pvs=21),,2,,,,3,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,10/10,,10/15
Kupfermünze,,,No,"Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21), Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21), Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21), Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21)",Jan Appel,"March 10, 2024 9:55 PM",,340,,Untitled (https://www.notion.so/f241392873f94eb78018503e0f1abcc6?pvs=21),,"Wenn Du die Kupfermünze opferst, erhältst Du ein beliebiges Element.",,,,,,,,"March 16, 2024 5:38 PM",,,No,Backup,,,
Taschendieb,,,No,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),Tim,"March 12, 2024 2:49 PM",,341,Erste Ideen,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),,"Wenn der Taschendieb angreift, muss der angegriffene Spieler 1 Element bezahlen. Wenn das passiert ist, erhältst Du eine Münze.",,,,,,,,"August 10, 2025 8:26 PM",,,No,Backup,20,,20
"Moriel, Novizin der Alchemie",Moriel (https://www.notion.so/Moriel-1cd95bba56ba8063aaedf68091897fd3?pvs=21),MC05 (https://www.notion.so/MC05-28695bba56ba81cf99e6c32ef769847d?pvs=21),Yes,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Tim,"March 12, 2024 2:54 PM",Kupferne Kessel singen im Takt sprudelnder Geheimnisse.,342,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<kind>Ereignisse</kind>, die Du <key>wirkst</key>, kosten <unshaped1/> weniger.","Einzigartig.
Ereignisse die du wirkst, kosten ein unbestimmtes Element weniger.",Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,,2,,2,"October 27, 2025 4:38 PM",Common,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,10/10,,20/20
Stoßgebet zu den Elementen,,,No,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),Tim,"March 12, 2024 2:57 PM","“Oh ihr Elemente, stehet mir bei!”",343,,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Ein <kind>Charakter</kind> Deiner Wahl, den Du <key>kontrollierst</key>, kann bis <key>Phasenende</key> nicht als <key>Ziel</key> für <key>Effekte</key> oder <kind>Ereignisse</kind> gewählt werden.","Sofort spielbar
Ein Charakter deiner Wahl den du kontrollierst kann bis am ende der Phase nicht als Ziel für Effekte oder Ereignisse gewählt werden. Es darf ein neues Ziel gewält werden.",,,1,,,,,"October 27, 2025 4:38 PM",,"Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",No,TCG Arena,,,
Magiefluss,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Tim,"March 12, 2024 3:02 PM",,344,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,Ereignisse kosten diesen Spielzug 1 Element weniger.,,,,,,,,"August 10, 2025 8:26 PM",,,No,Backup,,,
Magicatempel,,MC23 (https://www.notion.so/MC23-28695bba56ba81faaa50daab1a26c3db?pvs=21),No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Tim,"March 12, 2024 3:06 PM",,345,Erste Ideen,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Manifestationen und Ereignisse kosten 1 unbestimmtes Element weniger.,Manifestationen und Ereignisse kosten 1 unbestimmtes Element weniger.,,,,,2,,2,"October 27, 2025 5:22 PM",Common,Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21),Yes,Export,,,
Spalten,,,No,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),Tim,"March 12, 2024 3:11 PM",,346,Erste Ideen,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),,Sofort spielbar. Du darfst den Schaden eines Ereignisses auf mehrere Ziele aufteilen.,,,,,,,,"August 10, 2025 8:26 PM",,,No,Backup,,,
Wetterschrein,,,No,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),Tim,"March 13, 2024 2:31 PM",,348,,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Jedes Mal, wenn Du ein <kind>Ereignis</kind> spielst, ziehe 1 <key>Karte</key>.","Jedes Mal, wenn du ein Ereignis spielst, ziehe eine Karte.",,2,,,,,4,"August 17, 2025 8:07 PM",,,No,Playtest,,,
Rächer,,,No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Timon,"March 29, 2024 4:45 PM",,349,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),<ability>Rache</ability> <desc>TODO: UNKLARER REGELTEXT.</desc>,"Rache (Falls in der Kampfphase ein verbündeter Charakter zerstört wurde, kann der Rächer einen zusätzlichen Kampf mit einem feindlichen Charakter ausführen.)",Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),,,2,,,3,"September 17, 2025 4:38 PM",,,No,Revision,40/20,,10/30
Rasender Rekrut,,IC03 (https://www.notion.so/IC03-28695bba56ba8178b4c0c78dce9e1486?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 8:31 PM","„Wenn ich renn, kann ich nicht fallen – oder..?!“",350,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Ansturm</ability> <desc><self>Ich</self> darf in der <key>Runde</key> <key>angreifen</key>, in der <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>",Ansturm,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,1,,,1,"October 28, 2025 10:42 PM",,"TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21), Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21)",No,TCG Arena,10/10,,10/10
Stürmischer Veteran,,IC09 (https://www.notion.so/IC09-28695bba56ba8156b112df562b06ef4f?pvs=21),No,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),Gut Christian,"March 29, 2024 8:34 PM",,351,,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"<ability>Ansturm</ability> <desc><self>Ich</self> darf in dem <key>Zug</key> <key>angreifen</key>, in dem <self>ich</self> auf das <zone>Feld</zone> gekommen bin.</desc>",Ansturm,Soldat (https://www.notion.so/Soldat-16a95bba56ba80a0a97af872ec32e686?pvs=21),,,2,,,3,"October 27, 2025 4:38 PM",Common,"Internal Playtesting (https://www.notion.so/Internal-Playtesting-29895bba56ba80729756daaaa59bd560?pvs=21), TCG Arena (https://www.notion.so/TCG-Arena-29995bba56ba8075ab9efa1a1e76ba80?pvs=21)",Yes,TCG Arena,50/30,,30/30
