ID,Status,Name,Einzigartig,Kartenart,Kartentext-Planung,Kartentext,Flavourtext,Element,⚔️,🛡️,⭕️,Kartentyp,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Erstellt von,Artwork,Art Production,Glossar,Erstellungsdatum,Kritik,Letzte Änderung,Set Release,Zustimmung
202,Idee,Kleiner Aquaschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Zu Beginn deines Zuges darfst du einen eigenen Charakter vom Spiel auf deine Hand nehmen, und dann einen Chrakter aus deiner Hand ins Spiel bringen",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:23 PM",,"April 25, 2024 8:56 PM",,
203,Idee,Prunkvoller Aerisschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Zu Beginn des Kampfes darfst du einen eigenen Charakter in Angriffs- oder Verteidigungsaltung bringen,,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:24 PM",,"April 25, 2024 8:56 PM",,
204,Idee,Prunkvoller Ignisschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Füge zu Beginn des Kampfes einem angreifenden Charakter 25 Schaden zu,,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:27 PM",,"April 25, 2024 8:56 PM",,
205,Idee,Kleiner Ignisschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Zu Beginn deines Zuges kannst du einem Charakter 25 Schaden zufügen,,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:27 PM",,"April 25, 2024 8:56 PM",,
206,Idee,Prunkvoller Magicaschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Bestimme einen Angreifer und entferne diesen aus dem Kampf,,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:31 PM",,"April 25, 2024 8:56 PM",,
207,Idee,Prunkvoller Terraschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Ein angreifender Charakter deiner Wahl erhält +25 Angriff,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:32 PM",,"April 25, 2024 8:56 PM",,
208,Idee,Großer Aerisschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Immer wenn du eine Karte ziehst, darfst du eine zusätzliche Karte ziehen.",,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:34 PM",,"April 25, 2024 8:56 PM",,
209,Idee,Großer Aquaschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Immer wenn du eine Karte ziehst, darfst du eine Gegnerische Kreatur in Angriffsposition bringen.",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:37 PM",,"April 25, 2024 8:56 PM",,
210,Idee,Großer Terraschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Immer wenn du eine Karte ziehst, darfst du eine Charakterkarte aus deinem Friedhof auf die Hand nehmen",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:39 PM",,"April 25, 2024 8:56 PM",,
211,TCG Arena,Großer Magicaschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Bannkreis 1
Immer wenn du eine Karte ziehst, darfst du eine Ereignis- oder Manifestationskarte aus deinem Friedhof auf die Hand nehmen.","<ability>Bannkreis 1</ability> <desc>Ich <key>betrete</key> das <zone>Feld</zone> mit 1 <key>Bannkreis</key>, der allen <key>Schaden</key> abwehrt.</desc>
Immer wenn Du eine <key>Karte</key> ziehst, darfst Du eine <kind>Ereignis-</kind> oder <kind>Manifestationskarte</kind> aus Deinem <zone>Friedhof</zone> auf Deine <zone>Hand</zone> nehmen.",,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),,,1,,,,,4,,4,Slain,,,,"November 27, 2023 1:40 PM",,"July 24, 2025 8:56 PM",,
212,Idee,Tempel der Fünf,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Jeder Elementar produziert ein zusätzliches Element seiner Art.,,,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:41 PM",,"April 25, 2024 8:56 PM",,
213,TCG Arena,Zeitspiel,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Ziehe eine Karte.
Du darfst in diesem Zug eine zusätzliche Elementarkarte legen.","<key>Ziehe</key> eine <key>Karte</key>.
Du darfst in diesem <key>Zug</key> eine zusätzliche <key>Elementarkarte</key> legen.","Der Sand der Zeit öffnet nicht nur Pfade in die Zukunft – er lässt uns auch erkennen, wie viel Potenzial schon in einem einzigen Augenblick steckt.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),,,,,2,,,,,1,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/213.png,,,"November 27, 2023 1:44 PM",,"July 24, 2025 10:15 PM",,C. Playtest
215,TCG Arena,Den Kreislauf ehren,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Zerstöre einen nicht-einzigartigen Charakter.,<key>Zerstöre</key> einen <key>nicht-einzigartigen</key> <kind>Charakter</kind>.,"Der Kreislauf schließt Dich mit ein, gleich ob Du ihn segnest oder verfluchst. Und an jedem Ende glimmt ein neues Morgenrot.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,2,2,Slain,,,,"November 27, 2023 1:46 PM",,"July 6, 2025 6:34 PM",Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21),C. Playtest
216,Idee,Den Ausgleich schaffen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Jeder Spieler opfert so viele Elementare, bis er so viele Elementare hat wie der Spieler mit den wenigsten Elementaren.
Dann wiederhole das Vorgehen für Charaktere und Manifestationen.",,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),,,,,,,,,,,Slain,,,,"November 27, 2023 1:47 PM",,"April 25, 2024 8:56 PM",,
217,Revision,Kraft tanken,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Du darfst zwei Karten ziehen,,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,,,,2,,,,1,Slain,,,,"November 27, 2023 1:49 PM",,"May 18, 2025 4:16 PM",,
218,Idee,Duell-Arena,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Bestimme zu Beginn deines Zuges einen eigenen und einen gegnerischen Charakter. Diese zwei Charaktere führen sofort einen Kampf aus.,,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),,,1,,,,,,,,Slain,,,,"November 27, 2023 1:49 PM",,"April 25, 2024 8:56 PM",,
219,TCG Arena,Elementare Täuschung,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Ein Charakter deiner wahl, ist in diesen Zug unblockbar. Ist er nicht vom Element Aqua kann er nur Charakter und Manifestationen angreifen. ","Ein <kind>Charakter</kind> Deiner Wahl ist in diesem <key>Zug</key> <ability>Unblockbar</ability>. <desc>Der <kind>Charakter</kind> kann nicht <key>geblockt</key> werden.</desc> Ist er nicht vom <key>Element</key> <aqua/>, kann er nur <kind>Charaktere</kind> und <kind>Manifestationen</kind> <key>angreifen</key>.","Niemand vermag es, den Schleier Aquas völlig zu durchblicken.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,,,,2,,,,2,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/219.png,,,"November 27, 2023 1:51 PM",,"July 6, 2025 10:29 PM",Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21),
220,Playtest,Das Gleichgewicht wahren,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt, wenn der Gegner nicht X zahlt.",,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),,,,,,,,2,,X,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/220.png,,,"November 27, 2023 1:53 PM",,"May 17, 2025 5:23 PM",,C. Playtest
221,TCG Arena,“Halt!”,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Verhindere, dass ein Charakter ins Spiel kommt.
Die gezielte karte wird auf den Friedhof gelegt","<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Verhindere, dass ein <kind>Charakter</kind> ins <key>Spiel</key> kommt. Diese <kind>Karte</kind> wird dann in den <zone>Friedhof</zone> gelegt.","Vielleicht schützt die Torwache nicht die Stadt vor uns – sondern uns vor dem, was jenseits liegt. Vielleicht fürchten sie nicht uns, sondern wir, was dahinter lauert.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),,,,,,,,2,,1,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/221.png,,,"November 27, 2023 1:54 PM",,"July 24, 2025 9:19 PM",,C. Playtest
222,TCG Arena,Magiezucken,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt, wenn dessen Urheber nicht 3 Elemente ausgibt.
(Die verhinderte Karte wird in den Friedhof gelegt.)","<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Verhindere, dass ein <kind>Charakter</kind>, ein <kind>Ereignis</kind> oder eine <kind>Manifestation</kind> ins Spiel kommt, wenn dessen Urheber nicht <unshaped3/> ausgibt. Die verhinderte <kind>Karte</kind> wird in den <zone>Friedhof</zone> gelegt.",,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),,,,,,,,2,,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/222.png,,,"November 27, 2023 1:55 PM",,"July 24, 2025 9:22 PM",,C. Playtest
223,Playtest,Vorstürmen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Lege die oberste Karte von deinem Deck als Elementarkarte in deine Elementarzone.,,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),,,,,,,1,,,2,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/223.png,,,"November 27, 2023 1:56 PM",,"May 17, 2025 5:23 PM",,C. Playtest
224,TCG Arena,Nachwachsen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Bringe einen Charakter, der diesen Zug gestorben ist vom Friedhof in Angrffsposition zurück aufs Feld","<ability>Sofort spielbar</ability> <desc>Du darfst <self>mich</self> jederzeit spielen.</desc>
Bringe einen <kind>Charakter</kind>, der diesen <key>Zug</key> <key>gestorben</key> ist, vom <zone>Friedhof</zone> in <key>Angriffsposition</key> zurück aufs <zone>Feld</zone>.","Wo Terra will, wächst Hoffnung selbst aus toter Asche.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,2,1,Slain,,,,"November 27, 2023 1:56 PM",,"July 6, 2025 10:14 PM",Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21),
225,Playtest,Mystische Frucht Terras,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Ein Charakter erhält 30 Angriff oder 30 Verteidigung bis zum Ende des Zuges.",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,2,2,Slain,,,,"November 27, 2023 2:00 PM",,"May 17, 2025 5:23 PM",,C. Playtest
226,Playtest,Die Sanduhr drehen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Ziehe 2 Karten, dann leg 2 Karten aus deiner Hand unter dein Deck",,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),,,,,1,,,,,1,Slain,,,,"November 27, 2023 2:02 PM",,"May 17, 2025 5:23 PM",,C. Playtest
227,Revision,Schubsen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Bringe einen Charakter oder eine Elementarkarte deiner Wahl zurück auf die Hand ihres Besitzers,,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,,,,1,,,,2,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/227.png,,,"November 27, 2023 2:04 PM",,"May 18, 2025 4:46 PM",,C. Playtest
228,Idee,Schneller Stoß,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort Spielbar,
Bringe eine Charakterkarte zurück auf die Hand ihres Besitzers",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,,,,,,,,,Slain,,,,"November 27, 2023 2:05 PM",,"April 25, 2024 8:56 PM",,
229,Playtest,Irreführung,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort Spielbar
Ändere das Angriffsziel eines Charakters",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,,,,2,,,,2,Slain,,,,"November 27, 2023 2:07 PM",,"May 17, 2025 5:23 PM",,C. Playtest
230,Idee,Lona,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Elementarvolk, Lona",,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),35,20,,,,,,,,,Slain,,,,"November 27, 2023 2:08 PM",,"April 25, 2024 8:56 PM",,
231,Idee,Shir Tanar,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Elementarvolk, Shir Tanar",,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),35,20,,,,,,,,,Slain,,,,"November 27, 2023 2:09 PM",,"April 25, 2024 8:56 PM",,
232,Idee,Linesti,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Elementarvolk, Linesti",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),30,30,,,,,,,,,Slain,,,,"November 27, 2023 2:10 PM",,"April 25, 2024 8:56 PM",,
233,Idee,Eliondar,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Elementarvolk, Eliondar",,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),20,35,,,,,,,,,Slain,,,,"November 27, 2023 2:11 PM",,"April 25, 2024 8:56 PM",,
234,Idee,Boro Mardar,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Elementarvolk, Boro Madar",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),20,35,,,,,,,,,Slain,,,,"November 27, 2023 2:11 PM",,"April 25, 2024 8:56 PM",,
235,TCG Arena,Feuertänzerin,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Zu beginn deiner Angriffsphase darfst du dich entscheiden, dass ich nicht angreife, dafür erhalten alle befreundeten Ignis-Angreifer +15/0 bis zum Ende des Zuges.","Zu Beginn Deiner <phase>Angriffsphase</phase> darfst Du entscheiden, dass <self>ich</self> nicht <key>angreife</key>. Dafür erhalten alle <key>befreundeten</key> <ignis>-Angreifer bis <key>Zugende</key> <stats>+15/+0</stats>.",,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),20/20,20/20,,Gefolge (https://www.notion.so/Gefolge-d8ea55c1066e4abbb15b1b371bd0f320?pvs=21),,,2,,,2,Slain,,,,"November 27, 2023 2:12 PM",,"July 24, 2025 9:26 PM",,C. Playtest
237,Playtest,Flammentanz,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Zerstöre einen Schild,,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),,,,,,,4,,,4,Slain,,,,"November 27, 2023 2:16 PM",,"May 17, 2025 5:23 PM",,C. Playtest
238,Idee,Zeitsprung,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Mische alle Charaktere und Manifestationen in des Deck des Besitzers zurück.,,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),,,,,,,,,,,Slain,,,,"November 27, 2023 2:17 PM",,"September 24, 2024 8:51 PM",,
239,Idee,Kriegslist,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Schicke jeden Charakter auf die Hand seines Besitzers zurück.,,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,,,,,,,,,Slain,,,,"November 27, 2023 2:19 PM",,"April 25, 2024 8:56 PM",,
240,Idee,Sternenfall,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Du erhälst nach diesem Zug einen Extrazug,,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),,,,,,,,,,,Slain,,,,"November 27, 2023 2:20 PM",,"April 25, 2024 8:56 PM",,
242,Idee,Den Schmerz tragen,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Bringe alle Charaktere aus allen Friedhöfen unter der Kontrolle ihrer Besitzer ins Spiel,,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),,,,,,,,,,,Slain,,,,"November 27, 2023 2:24 PM",,"April 25, 2024 8:56 PM",,
244,Idee,Waffenmeister Aeris,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),25,25,,,,,,,,,Slain,,,,"December 7, 2023 9:01 PM",,"April 25, 2024 8:56 PM",,
245,Idee,Kind des Windes,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Zu Beginn deines Zuges: Zeige die oberste Karte von deinem Deck vor. Kind des Windes erhält Angriffspunkte 10X den Elementarkosten bis zum Ende deines Zuges. Lege die vorgezeigte Karte entweder auf oder unter das Deck.,,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),10,10,,,,,,,,,Timon,,,,"December 11, 2023 9:30 AM",,"April 25, 2024 8:56 PM",,
246,TCG Arena,Kraftkugelsammler,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Am Ende deines Zuges kannst du eine Kraftkugel aus deinem Friedhof aus dem Spiel entfernen. Durchsuche dann dein Deck nach einer Kraftkugel eines anderen Elements, zeige sie offen vor und nimm sie auf deine Hand. Mische danach dein Deck.","Am Ende Deines <key>Zuges</key> kannst Du eine <name>Kraftkugel</name> aus Deinem <zone>Friedhof</zone> ins <key>Exil</key> schicken. Durchsuche dann Dein <zone>Deck</zone> nach einer <name>Kraftkugel</name> eines anderen <key>Elements</key>, zeige sie offen vor und nimm sie auf Deine <zone>Hand</zone>.",Ihr Besitz gilt als Verbrechen in vielen Reichen. Und trotzdem muss er sie alle besitzen.,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),10/20,10/30,,Schurke (https://www.notion.so/Schurke-1e195bba56ba806fa7aced1705844813?pvs=21),,,,,,3,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/246.png,,,"December 11, 2023 2:25 PM","Schwiriger trigger, nur in drei farbigen decks sinnvoll. Idee anderst umsetzen","July 6, 2025 10:34 PM",Alpha Set  (https://www.notion.so/Alpha-Set-22495bba56ba80dea926d7979a373c53?pvs=21),C. Revision
249,Idee,Waffenmeister Magica,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),25,25,,,,,,,,,Slain,,,,"December 11, 2023 8:16 PM",,"April 25, 2024 8:57 PM",,
250,Idee,Waffenmeister Terra,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),25,25,,,,,,,,,Slain,,,,"December 11, 2023 8:16 PM",,"April 25, 2024 8:57 PM",,
251,Idee,Waffenmeister von Ignis,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),25,25,,,,,,,,,Slain,,,,"December 11, 2023 8:16 PM",,"April 25, 2024 8:57 PM",,
252,Idee,Waffenmeister Aqua,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Waffenmeister
Wenn er sich im Kampf mit nur einem Charakter befindet, erhält er +30 Angriff und +30 Verteidigung",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),25,25,,,,,,,,,Slain,,,,"December 11, 2023 8:16 PM",,"April 25, 2024 8:57 PM",,
253,Idee,Arena der Waffenmeister,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Solange die Arena der Waffenmeister im Spiel ist, erhält kein Waffenmeister Kampfschaden",,,Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21),,,1,,,,,,,,Slain,,,,"December 11, 2023 8:18 PM",,"April 25, 2024 8:57 PM",,
254,Idee,Schreckensklinge der Jagd,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Schreckensklinge, Bündnispartner
Jeder Charakter wird vernichtet, der durch eine Schreckensklinge Schaden bekommen hat.",,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),35,20,,,,,,,,,Slain,,,,"December 11, 2023 8:21 PM",,"April 25, 2024 8:56 PM",,
255,Idee,Schreckensklinge des Traums,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Schreckensklinge, Bündnispartner
Jeder Charakter wird vernichtet, der durch eine Schreckensklinge Schaden bekommen hat.",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),20,35,,,,,,,,,Slain,,,,"December 11, 2023 8:23 PM",,"April 25, 2024 8:57 PM",,
257,Playtest,Spontane Kreativität,No,Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),"Sofort spielbar
Tausche Angriffs und Verteidigungswert eines Charakters bis zum Ende des Zuges",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),,,,,,1,,,,2,Slain,,,,"December 11, 2023 8:29 PM",,"May 17, 2025 5:22 PM",,C. Playtest
258,Idee,Bündnisschrein,No,Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),"Solange der Bündnisschrein im Spiel ist, erhalten alle Bündnispartner +15 Angriff und +15 Verteidigung",,,"Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21), Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21)",,,1,,,,,,,,Slain,,,,"December 11, 2023 8:32 PM",,"April 25, 2024 8:56 PM",,
259,Idee,Marius Menzen,Yes,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Einzigartig, Schreckensklinge, Bündnispartner, Eisern, Säulen des Südens, Kleriker
Wenn Marius Menzen nicht geblockt wird, erhält er +15 Angriff ",,,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),35,20,,,,,,,,,Slain,,,,"December 11, 2023 8:39 PM",,"July 3, 2025 3:15 PM",,
260,Playtest,Aeris-Duellant,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Angreifer.
Darf nur Charaktere angreifen.",,,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),30/20,-/-,,Krieger (https://www.notion.so/Krieger-86700da5b47d4073ae8e37cc896f9162?pvs=21),1,,,,,1,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/260.png,,,"December 11, 2023 8:51 PM",,"May 17, 2025 5:23 PM",,C. Playtest
262,Idee,Magica-Duellant,No,Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Angreifer,,,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),35,5,,,,,,,,,Slain,,,,"December 11, 2023 8:55 PM",,"September 27, 2024 8:35 PM",,
