Kartenart,Name,Kartentext,Element,Kosten,⚔️,🛡️,⭕️,Kartentyp,Status,ID,Flavourtext,Created by,Artwork,Art Production,Decklist,Glossar,Kosten Aeris,Kosten Aqua,Kosten Ignis,Kosten Magica,Kosten Terra,Kosten Ungeprägt,Kritik,Zustimmung
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Lieblicher Lautenklang der Baumsängerinnen,Suche einen Baumsängerin (https://www.notion.so/Baums-ngerin-af7ba6f57aba4f63b5ceb62076cff89a?pvs=21) Charakter,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),2,,,,,Backup,9,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._harp_forest_background_fantasy_concept_art_magic_the_gath_d438ac21-7fe1-4151-b8de-0a41c2369229.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Linesti,"Elementarvolk, Linesti",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),3,30,30,,,Idee,232,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Lona,"Elementarvolk, Lona",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),3,35,20,,,Idee,230,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Mächtiger Steingolem,Verhöhnen (Muss in der Kampfphase als Angriffsziel gewählt werden.),Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"6,T,T,",50/70,70/50,,,Playtest,393,,Timon,,,,,,,,,2,6,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Magica-Duellant,"Darf nur Charaktere angreifen, Muss in Angriffsposition liegen",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),2,35,5,,,Idee,262,,Slain,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Magica-Kraftkugel,"Sofort spielbar
Ändere das Ziel eines Ereignisses oder einer Fähigkeit, die genau ein Ziel hat.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"1,M,",,,,,Neu,170,,Slain,,,,,,,,1,,1,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Magicatempel,Magica-Karten kosten 1 Element weniger.,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),5,,,1,,Idee,345,,Tim,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Magiefluss,Ereignisse kosten diesen Spielzug 1 Element weniger.,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),2,,,,,Idee,344,,Tim,,,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Magiekontrolle,"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"2M,M,",,,,,Neu,174,,Slain,,,,,,,,2,,2,,C. Playtest
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Magier des Wasserwalls,"Doppelblock
Geborener Verteidiger",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"2,A,A,",30/30,15/45,,,Playtest,386,,Gut Christian,,,,"Doppelblock (https://www.notion.so/Doppelblock-06f5f285b64f40c0b2963f68195c34e6?pvs=21), Geborener Verteidiger (https://www.notion.so/Geborener-Verteidiger-1d38cf40a517487598a89f302e43144a?pvs=21)",,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Magierin des Ausgleichs,"Wenn die Magierin des Ausgleichs eine Karte zerstört, ziehe eine Karte.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"2,M,M,",20/20,20/30,,,Neu,54,,Jan Appel,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/54.png,,,,,,,2,,2,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Magiezucken,"Sofort spielbar
Verhindere, dass ein Charakter, ein Ereignis oder eine Manifestation ins Spiel kommt, wenn dessen Urheber nicht 3 Elemente ausgibt.
(Die verhinderte Karte wird in den Friedhof gelegt.)",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"M,M,",,,,,Neu,222,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/222.png,,,,,,,2,,,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Magisches Fährtenlesen,"Ziehe 1 Karten, falls du ein Wildtier (https://www.notion.so/Wildtier-566a219b7ef049469e5743f0e8b351de?pvs=21) gezogen hast ziehe eine zweite Karte",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,,,,,Backup,127,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._traces_of_wolf_in_snow_wolf_tracks_in_snow_magic_the_gath_b6204a98-0ef1-48be-9951-6e68a3310d95.png,,,,,,,,,,,
,Magmar,"Als zusätzliche Kosten, lege 3 Karten von deiner Hand zurück auf dein Deck in einer beliebigen Reihenfolge. Jedes Mal wenn Magmar (https://www.notion.so/Magmar-2495d9056ea04577aa6e5c57068eeaf6?pvs=21) angreift, ziehe eine Karte.",,6,,,,,Backup,118,,Tim,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Marius Menzen,"Einzigartig, Schreckensklinge, Bündnispartner, Eisern, Säulen des Südens, Kleriker
Wenn Marius Menzen nicht geblockt wird, erhält er +15 Angriff ",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),4,35,20,,,Idee,259,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Meerjungfrau Marna,"Wenn Meerjungfrau Marna (https://www.notion.so/Meerjungfrau-Marna-bea5a1b4be7940fdb3c40ddc0b966608?pvs=21) angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eift, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u den Wassermann Torlan (https://www.notion.so/Wassermann-Torlan-831de7267ffa4a5ca40736c2068d30ea?pvs=21) such (https://www.notion.so/such-97002fcad18b4a7ba59c8706c1742c2f?pvs=21)en und spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),4,15,20,,,Idee,55,,Jan Appel,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00013-2959953176.png, https://cdn.discordapp.com/attachments/1140326119963377664/1150521570029211698/itschotsch_wide_shot_of_stunning_beautiful_young_mermaid_with_a_cf593150-f43e-4c84-86b9-9e166838422e.png",,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Meléthin Meluireth Elenil,"Einzgartig
Meléthin kann nicht alleine angreifen.
Wenn Meléthin angreift, erhalten alle anderen Angreifer +10/+10.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"2,E,E,",30/40,30/40,,,Neu,273,,Slain,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/12f9451a9b82-FB_IMG_1702551837162.jpg,,Untitled (https://www.notion.so/2eb946b5b9d4444ba146748e2c3f68d4?pvs=21),,2,,,,,2,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Meteoritenschauer,Zerstöre alle Charaktere.,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"4,M,M,",,,,,Playtest,367,,Gut Christian,,,,,,,,2,,4,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Meuchelmörder,"kann nur Charaktere angreifen
Tödlicher angriff
Kann nur von 2 oder mehr charateren geblockt werden",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),"1,A,A,",10/5,0/5,,,Playtest,394,,Lukas Loetscher,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Mi-Go,Monster,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",3,30/30,30/30,,,Experiment,426,,Gut Christian,,,,,,,,,,3,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Miskatonic-Universität,Wirf am Ende deines Zuges eine Münze. Wende bei Kopf TODO Magiemanipulation Ereignis an.,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",4,,,,,Experiment,446,,Gut Christian,,,,,,,,,,4,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Monolith,Zu Beginn der ersten Hauptphase erhält ein Charakter deiner Wahl ein Bannkreis. Entferne diesen Bannkreis zu Beginn deines nächsten Zuges.,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",4,,,,,Experiment,449,,Gut Christian,,,,,,,,,,4,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Mord,Zerstöre einen Charakter deiner Wahl.,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"2,M,M,",,,,,Playtest,392,,Gut Christian,,,,,,,,2,,2,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),"Moriel, Novizin der Alchemie","Einzigartig.
Ereignisse die du wirkst, kosten ein unbestimmtes Element weniger.",Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),"2,M,M,",10/10,20/20,,,Neu,342,,Tim,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/342.png,,,,,,,2,,2,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Mystische Frucht Terras,"Sofort spielbar
Ein Charakter erhält 30 Angriff oder 30 Verteidigung bis zum Ende des Zuges.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),"2,T,T,",,,,,Neu,225,,Slain,,,Untitled (https://www.notion.so/330c55887ec14bc6a7191d9c70f40d81?pvs=21),,,,,,2,2,,C. Playtest
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Nachwachsen,"Sofort
Ausserhalb der Kampfphase; Bringe einen Charakter, der diesen Zug gestorben ist vom Friedhof in Angrffsposition zurück aufs Feld",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),3,,,,,Revision,224,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Naldar,"Elementarvolk, Naldar, Bündnispartner
Immer wenn ein anderes Elementarvolk ins Spiel kommt, ziehe eine Karte.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),4,20,20,,,Idee,192,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Namenlose Katze,"Monster
Wenn dieser Charakter das Schlachtfeld betritt, durchsuche dein Deck nach der Manifestation “sag niemals ihren Namen” und nimm sie auf die Hand.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",1,5/5,5/5,,,Experiment,432,,Gut Christian,,,,,,,,,,1,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Narech Tuloch,"Elementarvolk, Narech Tuloch
Immer wenn ein Elementarvolk ins Spiel kommt, ziehe eine Karte.",Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),4,20,20,,,Idee,196,,Slain,,,,,,,,,,,,
,Neunauge,,,,,,,,Backup,77,,Jan Appel,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Nixe Arvia,"vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ieh einen beliebigen Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) mit der Nixe Arvia (https://www.notion.so/Nixe-Arvia-c96c2162ea524e7da5071d642203889f?pvs=21). Der vers (https://www.notion.so/vers-6a91c6bfe98549699eed7a53885c2d9b?pvs=21)ehene Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21) hat solange ohnmächtig (https://www.notion.so/ohnm-chtig-052e31a81ae24fb5ac51512957908c0d?pvs=21) und die Nixe Arvia (https://www.notion.so/Nixe-Arvia-c96c2162ea524e7da5071d642203889f?pvs=21) kann angegr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)iffen werden, aber nicht angr (https://www.notion.so/gr-67b7334ca6da4432b1b2462f108f30e1?pvs=21)eifen.",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),3,,,0,,Idee,56,,Jan Appel,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00051-4278159930.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Novizin des Wasserschwalls,Schildbrecher,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"3,A,",30/30,20/40,,,Playtest,369,,Gut Christian,,,,Schildbrecher (https://www.notion.so/Schildbrecher-4252afe78ba94682a510ff5b8b736467?pvs=21),,1,,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Nymphe Nerida,"Wenn die Nymphe Nerida (https://www.notion.so/Nymphe-Nerida-8f0683beacc94954b0a9523b2fa66107?pvs=21) ersch (https://www.notion.so/ersch-0e02f231f9ed4e67bd55eada1e50b09e?pvs=21)eint, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u eine Elementkarte (https://www.notion.so/Elementkarte-2b9adcd059614612bb0133aece543b8a?pvs=21) spielen.
Wenn die Nymphe Nerida (https://www.notion.so/Nymphe-Nerida-8f0683beacc94954b0a9523b2fa66107?pvs=21) verschwind (https://www.notion.so/verschwind-43bb30ae08cb45c7a465f320d7ca5f91?pvs=21)et, musst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u eine Deiner Elementkarte (https://www.notion.so/Elementkarte-2b9adcd059614612bb0133aece543b8a?pvs=21)n zerstör (https://www.notion.so/zerst-r-353ca16d2f8a4864a2987a024552914f?pvs=21)en.",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),3,20,20,,,Idee,57,,Jan Appel,"Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/00012-2959953175.png, https://cdn.discordapp.com/attachments/1140326119963377664/1150519764880470187/itschotsch_wide_shot_of_stunning_beautiful_young_mermaid_with_a_b817e8cb-3886-4056-bb1b-d5f57f4f0838.png",,,,,,,,,,,
Ereignis (https://www.notion.so/Ereignis-88e179fa1fd740499a32ee3ed4377596?pvs=21),Orkan,"Bringe Jeden Charakter, der in Verteidigungsposition liegt in Angriffsposition, und jeden Charakter, der in Angriffsposition liegt in Verteidigungsposition",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),5,,,,,Idee,186,,Slain,,,,,,,,,,,,
Ritual (https://www.notion.so/Ritual-eff2926a20744f63b63ea77a6d71edd9?pvs=21),Pech und Schwefel,"- Wirf 3 oder mehr Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n in einem Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) ab (https://www.notion.so/ab-3f245ce4bda845e09078a709034e2907?pvs=21) → Mische die obersten 10 Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21)n deines Friedhof (https://www.notion.so/Friedhof-e253bfb78fc24f27b12562f1a8bd6a5f?pvs=21)s in dein Deck (https://www.notion.so/Deck-12e336df2ea64e2194cabce2e4d93d61?pvs=21).
- 3 oder mehr Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21)e sind gebrandmarkt (https://www.notion.so/gebrandmarkt-544e31bf95b349abaf97ade09ca624bc?pvs=21) → spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)e eine Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21) und bezahle weder ihre Elementarkosten (https://www.notion.so/Elementarkosten-fea3906dd57841dfb44fe508414a2ce9?pvs=21), noch ihre zusätzlich (https://www.notion.so/zus-tzlich-a23f9b82df1d444c8d5586d469aee01f?pvs=21)en Kosten.",,6,,60,,,Backup,101,,Tim,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Perlentaucher,"verkünde (https://www.notion.so/verk-nde-60617eed7ae244bab7664a1d221879c2?pvs=21) zu Beginn D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eines Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21)es einen Entitäten (https://www.notion.so/09a479f6a9da4570a428e67ff08006f4?pvs=21)typ. Wenn die erste Karte (https://www.notion.so/Karte-6ddef2a437ec4b918cdc8a75c9262128?pvs=21), die D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u diesen Zug (https://www.notion.so/Zug-1dea8b0b0db6480ea14c8b3f2d6dda20?pvs=21) zieh (https://www.notion.so/zieh-b15d78fb02034a8f94b549601fe794f5?pvs=21)st, diesem Entitäten (https://www.notion.so/09a479f6a9da4570a428e67ff08006f4?pvs=21)typ entspricht, darfst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u sie für 1 Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21) spiel (https://www.notion.so/spiel-b5c878a58a374f5282838f3bb3b69799?pvs=21)en. Andernfalls nimmst D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)u sie auf (https://www.notion.so/auf-e5bc4ea646fa468aa4d0ee5800a3c5e2?pvs=21) D (https://www.notion.so/D-b1303df2f24d4014b6316e53f3e74243?pvs=21)eine Hand (https://www.notion.so/Hand-02eed85235d546fc8cd87be30bc8b7c8?pvs=21).",,3,15,15,,,Backup,52,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150249730341871686/itschotsch_young_man_under_water_finding_beautiful_pearl_in_a_s_80d8b090-1601-4d76-a216-c5d8058cc576.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Phillip Altdorf,"Einzigartig, Krieger, Eisern, Säulen des Südens
Opfere Phillip Altdorf, wenn du ein Fey, Tierwesen oder Chaosanhänger im Spiel hast. 
Kann keine Magier angreifen.
Wenn Phillip Altdorf im Spiel ist, erhält [Keroth] + 20 Angriff und Verteidigung",Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),3,15,25,,,Idee,274,,Slain,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Pickmans Modell,Monster,"Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",4,40/40,40/40,,,Experiment,428,,Gut Christian,,,,,,,,,,4,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Provozierender Frosch,"Verhöhnen, Tödlicher Angriff,",Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),"2,A,",5/5,5/5,,,Neu,403,,Gut Christian,,,,"Verhöhnen (https://www.notion.so/Verh-hnen-aa6cd2e92ef04f59b2a2be3ad74aafdb?pvs=21), Tödlicher Angriff (https://www.notion.so/T-dlicher-Angriff-538a0d5fc59549cbba6c864cc313b0be?pvs=21)",,1,,,,2,,C. Playtest
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Prunkvoller Aerisschrein,Zu Beginn des Kampfes darfst du einen eigenen Charakter in Angriffs- oder Verteidigungsaltung bringen,Aeris (https://www.notion.so/Aeris-5996f3899d7740fc809fe30a652d20c6?pvs=21),5,,,1,,Idee,203,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Prunkvoller Aquaschrein,Verhindere bei einem verteidigendem Charakter 25 Schaden,Aqua (https://www.notion.so/Aqua-8c3b1bb2cc364f6ba274d390ac8d3800?pvs=21),5,,,1,,Idee,199,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Prunkvoller Ignisschrein,Füge zu Beginn des Kampfes einem angreifenden Charakter 25 Schaden zu,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),5,,,1,,Idee,204,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Prunkvoller Magicaschrein,Bestimme einen Angreifer und entferne diesen aus dem Kampf,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),5,,,1,,Idee,206,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),Prunkvoller Terraschrein,Ein angreifender Charakter deiner Wahl erhält +25 Angriff,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),5,,,1,,Idee,207,,Slain,,,,,,,,,,,,
Manifestation (https://www.notion.so/Manifestation-01fa783543da4ed2964edb521e465bd0?pvs=21),R`lyeh,"Wirf am Ende deines Zuges eine Münze. Durchsuche bei Kopf dein Deck nach einem Sternengezücht und nimm es auf die Hand. Befindet sich in deinem Deck kein Sternengezücht, darfst du auch deinen Friedhof durchsuchen. Mische dann dein Deck.","Dunkelheit (https://www.notion.so/Dunkelheit-d35d25d325c743149e1776eb8ab81078?pvs=21), Ungeprägt (https://www.notion.so/Ungepr-gt-2fd48ac2c29b47108245679f33342673?pvs=21)",5,,,,,Experiment,448,,Gut Christian,,,,,,,,,,5,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Rächer,"Rache (Falls in der Kampfphase ein verbündeter Charakter zerstört wurde, kann der Rächer einen zusätzlichen Kampf mit einem feindlichen Charakter ausführen.)",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"3,I,I,",40/20,10/30,,,Playtest,349,,Timon,,,,,,,2,,,3,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Rasender Bär,,Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),6,60,55,,,Backup,22,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._bear_in_forest_character_art_by_Titus_Lunter_and_Painting_b2507883-ba0e-4488-8a47-d832fbb69409.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Rasender Rekrut,Eile,Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),"1,I,",10/10,10/10,,,Playtest,350,,Gut Christian,,,,Eile (https://www.notion.so/Eile-6deac7c16bbd468eb92c8a1e978c4be8?pvs=21),,,1,,,1,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Rasender Rekrut,"Ansturm: Dieser Charakter kann im selben Zug angreifen angreifen, in welchem er ausgespielt wurde",Ignis (https://www.notion.so/Ignis-ca68b053cd74404a8fa85893e505b753?pvs=21),2,10,10,,,Idee,336,,Timon,,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Rasendes Wildschwein,Nachstürmen (https://www.notion.so/Nachst-rmen-8d4acc9b11a440a0b044fde64261276e?pvs=21) (Dieser Charakter kann nach dem ersten Angriff einen zweiten Angriff machen),Terra (https://www.notion.so/Terra-a6762ab5136d4598aafb8d77da6be70f?pvs=21),6,60,0,,,Backup,143,,Timon,Alle%20Karten%2070ddd0aaafb74f56b205e643b0901290/wia._angry_wild_boar_in_forest_by_Titus_Lunter_friendly_boar_m_e784b769-2a2d-44b9-ab10-ee570f761898.png,,,,,,,,,,,
Charakter (https://www.notion.so/Charakter-cdfda7ca52aa435bbb22610007798d2f?pvs=21),Regenbogenquappschlappe,Die Regenbogenquappschlappe (https://www.notion.so/Regenbogenquappschlappe-c695e5302d69411b83972e5f18cf3fc3?pvs=21) kann in der Verteidigungsposition (https://www.notion.so/Verteidigungsposition-40ccf690416b4f68aef823771c6b0615?pvs=21) nicht als Ziel (https://www.notion.so/Ziel-fce8858c271f419a8a1cfc93bdd3c75e?pvs=21) gewählt werden.,Magica (https://www.notion.so/Magica-ba80d98941c8405d875cb3e6fdb6bf34?pvs=21),3,15,15,,,Idee,63,,Jan Appel,https://cdn.discordapp.com/attachments/1140326119963377664/1150252890414399519/itschotsch_fish_swimming_underwater_colorful_mother-of-pearl_sc_ff43e1df-d913-4043-aa44-68079b41aebb.png,,,,,,,,,,,
